,Id,Series,Time,CPU_Load,Power,Network_RX,Network_TX,Inlet_Temperature,CPU1_Temperature,CPU2_Temperature,Fan_speed1,Fan_speed2,Fan_speed3,Fan_speed4,Ram,Ram_Used,No_Of_Running_vms,CPU_cores,CPU_cores_used,Ambient_Temperature,Cooling_Power,Total_Power,CPU_Temp_Max,RAM_Load
6460,qh2-rcc1202018-11-2308:00:00,qh2-rcc120 ,2018/11/23 8:00,11.13,220.53,67172.5,403277.41,16,52.23,51.58,9681,9730,9655.33,9574.83,515895,197846,18,64,57,68.23,95.68,316.21,52.23,38.35005185
6461,qh2-rcc1202018-11-2308:10:00,qh2-rcc120 ,2018/11/23 8:10,10.58,218.8,75104.78,404478.67,16,52.07,51.53,9683.33,9730,9662.33,9595.83,515895,197846,18,64,57,68.07,94.93,313.73,52.07,38.35005185
6462,qh2-rcc1202018-11-2308:20:00,qh2-rcc120 ,2018/11/23 8:20,10.85,219.47,93850.33,439672.23,16,52.32,51.93,9719.5,9777.83,9740.5,9643.67,515895,197846,18,64,57,68.32,95.21,314.68,52.32,38.35005185
6463,qh2-rcc1202018-11-2308:30:00,qh2-rcc120 ,2018/11/23 8:30,10.63,221.73,103318.43,511606.44,16,52.6,51.85,9776.67,9836.17,9797.67,9697.33,515895,197846,18,64,57,68.6,96.2,317.93,52.6,38.35005185
6464,qh2-rcc1202018-11-2308:40:00,qh2-rcc120 ,2018/11/23 8:40,10.82,222.27,106564.67,599909.18,16,52.23,52.12,9675.17,9760.33,9738.17,9623.83,515895,197846,18,64,57,68.23,96.43,318.7,52.23,38.35005185
6465,qh2-rcc1202018-11-2308:50:00,qh2-rcc120 ,2018/11/23 8:50,10.88,220,79014.89,587078.6,16,52.27,51.92,9675.17,9745.17,9688,9602.83,515895,197846,18,64,57,68.27,95.45,315.45,52.27,38.35005185
6466,qh2-rcc1202018-11-2309:00:00,qh2-rcc120 ,2018/11/23 9:00,11.01,222,187186.7,751417.94,16,52.25,52.12,9677.5,9674,9625,9531.67,515895,196908.5,18,64,57,68.25,96.31,318.31,52.25,38.16832883
6467,qh2-rcc1202018-11-2309:10:00,qh2-rcc120 ,2018/11/23 9:10,11,221.47,78629.18,701060.14,16,52.63,51.88,9685.67,9710.17,9649.5,9564.33,515895,196596,18,64,57,68.63,96.08,317.55,52.63,38.10775448
6468,qh2-rcc1202018-11-2309:20:00,qh2-rcc120 ,2018/11/23 9:20,10.93,223.07,120757.49,1023111.74,16,52.98,51.78,9725.33,9780.17,9699.67,9646,515895,258596.4,18,64,57,68.98,96.78,319.84,52.98,50.12578141
6469,qh2-rcc1202018-11-2309:30:00,qh2-rcc120 ,2018/11/23 9:30,11.17,223.47,129657.99,876302.13,16,52.5,51.72,9769.67,9800,9756.83,9690.33,515895,281142,18,64,57,68.5,96.95,320.42,52.5,54.49597302
6470,qh2-rcc1202018-11-2309:40:00,qh2-rcc120 ,2018/11/23 9:40,10.77,222.8,107833.46,702444.26,16,52.27,51.68,9653,9707.83,9664.67,9549.17,515895,281142,18,64,57,68.27,96.66,319.46,52.27,54.49597302
6471,qh2-rcc1202018-11-2309:50:00,qh2-rcc120 ,2018/11/23 9:50,11.22,223.2,79204.87,718110.56,16,52.32,51.72,9741.67,9796.5,9752.17,9677.5,515895,281142,18,64,57,68.32,96.83,320.03,52.32,54.49597302
6472,qh2-rcc1202018-11-2310:00:00,qh2-rcc120 ,2018/11/23 10:00,10.94,223.6,106349.81,917333.9,16,52.68,51.98,9770.83,9831.5,9796.5,9698.5,515895,281142,18,64,57,68.68,97.01,320.61,52.68,54.49597302
6473,qh2-rcc1202018-11-2310:10:00,qh2-rcc120 ,2018/11/23 10:10,11.3,223.87,80402.29,959261.61,16,53.07,52.1,9733.5,9812.83,9716,9705.5,515895,281142,18,64,57,69.07,97.12,320.99,53.07,54.49597302
6474,qh2-rcc1202018-11-2310:20:00,qh2-rcc120 ,2018/11/23 10:20,10.9,224,92157.48,918931.01,16,52.83,52.03,9707.83,9807,9809.33,9710.17,515895,281142,18,64,57,68.83,97.18,321.18,52.83,54.49597302
6475,qh2-rcc1202018-11-2310:30:00,qh2-rcc120 ,2018/11/23 10:30,11.77,224,121126.12,987928.11,16,52.7,52.28,9746.33,9798.83,9761.5,9678.67,515895,281142,18,64,57,68.7,97.18,321.18,52.7,54.49597302
6476,qh2-rcc1202018-11-2310:40:00,qh2-rcc120 ,2018/11/23 10:40,11.16,224,96106.35,1111869.29,16,52.57,52.02,9832.67,9889.83,9832.67,9753.33,515895,281142,18,64,57,68.57,97.18,321.18,52.57,54.49597302
6477,qh2-rcc1202018-11-2310:50:00,qh2-rcc120 ,2018/11/23 10:50,11.62,223.87,84662.79,1030785.09,16,52.58,52.18,9825.67,9864.17,9828,9737,515895,281142,18,64,57,68.58,97.12,320.99,52.58,54.49597302
6478,qh2-rcc1202018-11-2311:00:00,qh2-rcc120 ,2018/11/23 11:00,11.29,223.33,77078.27,963276.68,16,52.8,52.47,9812.83,9846.67,9822.17,9734.67,515895,217722,18,64,57,68.8,96.89,320.23,52.8,42.20277382
6479,qh2-rcc1202018-11-2311:10:00,qh2-rcc120 ,2018/11/23 11:10,11.33,222.8,109702.19,927862.12,16,52.85,52.02,9816.33,9847.83,9829.17,9732.33,515895,267048.67,18,64,57,68.85,96.66,319.46,52.85,51.76415162
6480,qh2-rcc1202018-11-2311:20:00,qh2-rcc120 ,2018/11/23 11:20,11.38,222,129326.38,928007.06,16,52.97,52.22,9815.17,9837.33,9816.33,9734.67,515895,281142,18,64,57,68.97,96.31,318.31,52.97,54.49597302
6481,qh2-rcc1202018-11-2311:30:00,qh2-rcc120 ,2018/11/23 11:30,11.43,223.87,83107.22,1087739.73,16,52.62,52.2,9810.5,9866.5,9812.83,9734.67,515895,281142,18,64,57,68.62,97.12,320.99,52.62,54.49597302
6482,qh2-rcc1202018-11-2311:40:00,qh2-rcc120 ,2018/11/23 11:40,11.02,223.47,78114.6,941083.53,16,52.87,52.2,9765,9895.67,9819.83,9717.17,515895,281142,18,64,57,68.87,96.95,320.42,52.87,54.49597302
6483,qh2-rcc1202018-11-2311:50:00,qh2-rcc120 ,2018/11/23 11:50,11.44,223.47,83265.76,1099025.83,16.25,52.93,52.2,9884,9954,9879.33,9802.33,515895,281142,18,64,57,69.18,96.95,320.42,52.93,54.49597302
6484,qh2-rcc1202018-11-2312:00:00,qh2-rcc120 ,2018/11/23 12:00,10.82,223.73,89796.22,959784.31,16.08,52.7,51.9,9971.5,9929.5,9860.67,9807,515895,281142,18,64,57,68.78,97.07,320.8,52.7,54.49597302
6485,qh2-rcc1202018-11-2312:10:00,qh2-rcc120 ,2018/11/23 12:10,11.19,223.47,75366.01,934490.11,16,52.87,52.08,9970.33,9954,9860.67,9805.83,515895,281142,18,64,57,68.87,96.95,320.42,52.87,54.49597302
6486,qh2-rcc1202018-11-2312:20:00,qh2-rcc120 ,2018/11/23 12:20,10.82,222.8,109964.81,825167.58,16,53.33,52.48,9812.83,9851.33,9811.67,9716,515895,281142,18,64,57,69.33,96.66,319.46,53.33,54.49597302
6487,qh2-rcc1202018-11-2312:30:00,qh2-rcc120 ,2018/11/23 12:30,11.46,222.13,144210.04,952841.78,16,53.57,52.63,9711.33,9738.17,9710.17,9639,515895,209072.2,18,64,57,69.57,96.37,318.5,53.57,40.52611481
6488,qh2-rcc1202018-11-2312:40:00,qh2-rcc120 ,2018/11/23 12:40,11.12,223.73,81633.12,881428.27,16,53.62,52.6,9676.33,9735.83,9684.5,9606.33,515895,196354,18,64,57,69.62,97.07,320.8,53.62,38.06084571
6489,qh2-rcc1202018-11-2312:50:00,qh2-rcc120 ,2018/11/23 12:50,10.67,223.2,119029.04,1029802.82,16,52.27,51.88,9942.33,9999.5,9943.5,9909.67,515895,196354,18,64,57,68.27,96.83,320.03,52.27,38.06084571
6490,qh2-rcc1202018-11-2313:00:00,qh2-rcc120 ,2018/11/23 13:00,11.53,224,75750.84,972249.99,16,52.7,52.25,9836.17,9885.17,9833.83,9740.5,515895,196354,18,64,57,68.7,97.18,321.18,52.7,38.06084571
6491,qh2-rcc1202018-11-2313:10:00,qh2-rcc120 ,2018/11/23 13:10,10.92,221.6,78018.86,739816.44,16,52.63,52.2,9836.17,9901.5,9843.17,9763.83,515895,196354,18,64,57,68.63,96.14,317.74,52.63,38.06084571
6492,qh2-rcc1202018-11-2313:20:00,qh2-rcc120 ,2018/11/23 13:20,11.32,224,101463.98,899694.47,16,53.1,52.03,9830.33,9884,9843.17,9760.33,515895,196354,18,64,57,69.1,97.18,321.18,53.1,38.06084571
6493,qh2-rcc1202018-11-2313:30:00,qh2-rcc120 ,2018/11/23 13:30,10.87,222.93,83551.48,731681.4,16,53.15,52.23,9704.33,9794.17,9716,9657.67,515895,196354,18,64,57,69.15,96.72,319.65,53.15,38.06084571
6494,qh2-rcc1202018-11-2313:40:00,qh2-rcc120 ,2018/11/23 13:40,11.29,224,75098.87,716079.41,16,52.9,52.07,9744,9868.83,9769.67,9735.83,515895,196354,18,64,57,68.9,97.18,321.18,52.9,38.06084571
6495,qh2-rcc1202018-11-2313:50:00,qh2-rcc120 ,2018/11/23 13:50,10.69,223.73,80367.39,724215.84,16,53.03,51.88,9755.67,9803.5,9770.83,9679.83,515895,238748,18,64,57,69.03,97.07,320.8,53.03,46.27840937
6496,qh2-rcc1202018-11-2314:00:00,qh2-rcc120 ,2018/11/23 14:00,11.42,223.2,88822.18,887059.79,16,53.3,52.18,9791.83,9860.67,9816.33,9718.33,515895,231555.75,18,64,57,69.3,96.83,320.03,53.3,44.88427878
6497,qh2-rcc1202018-11-2314:10:00,qh2-rcc120 ,2018/11/23 14:10,10.92,224.27,76906.98,792299.18,16,53.65,51.92,9818.67,9873.5,9822.17,9740.5,515895,196137,18,64,57,69.65,97.3,321.56,53.65,38.01878289
6498,qh2-rcc1202018-11-2314:20:00,qh2-rcc120 ,2018/11/23 14:20,11.8,223.6,76821.54,845983.02,16,53.55,52.08,9693.83,9762.67,9713.67,9637.83,515895,196137,18,64,57,69.55,97.01,320.61,53.55,38.01878289
6499,qh2-rcc1202018-11-2314:30:00,qh2-rcc120 ,2018/11/23 14:30,11.12,224,86081.77,888552.07,16.15,53.02,52.1,9812.83,9930.67,9817.5,9794.17,515895,269808,18,64,57,69.17,97.18,321.18,53.02,52.29901433
6500,qh2-rcc1202018-11-2314:40:00,qh2-rcc120 ,2018/11/23 14:40,11.37,223.07,94397.21,751269.47,16,53.17,52.17,9817.5,9878.17,9830.33,9748.67,515895,281142,18,64,57,69.17,96.78,319.84,53.17,54.49597302
6501,qh2-rcc1202018-11-2314:50:00,qh2-rcc120 ,2018/11/23 14:50,10.56,223.07,90642.06,610756.56,16,52.83,52.08,9826.83,9885.17,9836.17,9769.67,515895,281142,18,64,57,68.83,96.78,319.84,52.83,54.49597302
6502,qh2-rcc1202018-11-2315:00:00,qh2-rcc120 ,2018/11/23 15:00,11.09,223.2,67540.28,641349.9,16,52.77,51.95,9766.17,9852.5,9772,9720.67,515895,281142,18,64,57,68.77,96.83,320.03,52.77,54.49597302
6503,qh2-rcc1202018-11-2315:10:00,qh2-rcc120 ,2018/11/23 15:10,10.76,222,91557.33,641832.3,16,52.58,51.98,9734.67,9842,9801.17,9700.83,515895,211495.85,18,64,57,68.58,96.31,318.31,52.58,40.99591002
6504,qh2-rcc1202018-11-2315:20:00,qh2-rcc120 ,2018/11/23 15:20,10.94,223.2,71206.94,679901.22,16,52.58,52,9717.17,9795.33,9734.67,9637.83,515895,195861,18,64,57,68.58,96.83,320.03,52.58,37.96528363
6505,qh2-rcc1202018-11-2315:30:00,qh2-rcc120 ,2018/11/23 15:30,11.15,224,134124.19,816448.43,16,52.8,52.12,9684.5,9781.33,9721.83,9641.33,515895,266928.5,18,64,57,68.8,97.18,321.18,52.8,51.74085812
6506,qh2-rcc1202018-11-2315:40:00,qh2-rcc120 ,2018/11/23 15:40,11.1,223.6,71600.33,800344.43,16,52.62,52.02,9678.67,9763.83,9730,9622.67,515895,208559.65,18,64,57,68.62,97.01,320.61,52.62,40.4267632
6507,qh2-rcc1202018-11-2315:50:00,qh2-rcc120 ,2018/11/23 15:50,10.98,224,84507.61,735589.82,16,52.78,51.77,9805.83,9853.67,9811.67,9721.83,515895,265486.98,18,64,57,68.78,97.18,321.18,52.78,51.46143692
6508,qh2-rcc1202018-11-2316:00:00,qh2-rcc120 ,2018/11/23 16:00,11.56,223.2,137815.11,652727.78,16,52.82,51.73,9808.17,9860.67,9812.83,9734.67,515895,281142,18,64,57,68.82,96.83,320.03,52.82,54.49597302
6509,qh2-rcc1202018-11-2316:10:00,qh2-rcc120 ,2018/11/23 16:10,11.02,221.07,72213.25,605175.12,16,52.52,51.95,9817.5,9850.17,9828,9730,515895,281142,18,64,57,68.52,95.91,316.98,52.52,54.49597302
6510,qh2-rcc1202018-11-2316:20:00,qh2-rcc120 ,2018/11/23 16:20,10.76,222.8,67635.17,673871.8,16,53.47,52.38,9658.83,9704.33,9667,9556.17,515895,281142,18,64,57,69.47,96.66,319.46,53.47,54.49597302
6511,qh2-rcc1202018-11-2316:30:00,qh2-rcc120 ,2018/11/23 16:30,11.25,223.87,110119.88,954651.9,16,53.82,52.9,9447.67,9503.67,9452.33,9357.83,515895,281142,18,64,57,69.82,97.12,320.99,53.82,54.49597302
6512,qh2-rcc1202018-11-2316:40:00,qh2-rcc120 ,2018/11/23 16:40,11.02,222.93,53829.19,422856.77,16,52.95,51.88,9721.83,9768.5,9726.5,9633.17,515895,281142,18,64,57,68.95,96.72,319.65,52.95,54.49597302
6513,qh2-rcc1202018-11-2316:50:00,qh2-rcc120 ,2018/11/23 16:50,10.87,221.6,72637.45,394440.27,16,52.53,51.58,9877,9937.67,9885.17,9800,515895,281142,18,64,57,68.53,96.14,317.74,52.53,54.49597302
6514,qh2-rcc1202018-11-2317:00:00,qh2-rcc120 ,2018/11/23 17:00,10.73,221.2,59727.02,394435.01,16,52.98,52.18,9672.83,9738.17,9642.5,9608.67,515895,281142,18,64,57,68.98,95.97,317.17,52.98,54.49597302
6515,qh2-rcc1202018-11-2317:10:00,qh2-rcc120 ,2018/11/23 17:10,10.6,216.27,51918.81,382643.89,16,52.32,52.22,9718.33,9761.5,9719.5,9608.67,515895,208501.85,18,64,57,68.32,93.83,310.09,52.32,40.41555937
6516,qh2-rcc1202018-11-2317:20:00,qh2-rcc120 ,2018/11/23 17:20,10.55,217.2,53928.17,342206.65,16,52.25,52.58,9740.5,9798.83,9770.83,9690.33,515895,195641.35,18,64,57,68.58,94.23,311.43,52.58,37.92270714
6517,qh2-rcc1202018-11-2317:30:00,qh2-rcc120 ,2018/11/23 17:30,10.81,219.87,56776.6,347217.27,16,52.48,52.33,9738.17,9800,9747.5,9679.83,515895,195634,18,64,57,68.48,95.39,315.25,52.48,37.92128243
6518,qh2-rcc1202018-11-2317:40:00,qh2-rcc120 ,2018/11/23 17:40,10.52,218.53,49180.58,301240.71,16,52.23,51.98,9835,9870,9837.33,9742.83,515895,195634,18,64,57,68.23,94.81,313.34,52.23,37.92128243
6519,qh2-rcc1202018-11-2317:50:00,qh2-rcc120 ,2018/11/23 17:50,11.11,218.4,54976.33,315231.54,16,52.98,52.4,9539.83,9594.67,9541,9476.83,515895,195634,18,64,57,68.98,94.75,313.15,52.98,37.92128243
6520,qh2-rcc1202018-11-2318:00:00,qh2-rcc120 ,2018/11/23 18:00,10.6,218.93,52988.39,307473.16,16,52.93,52.47,9497.83,9545.67,9495.5,9416.17,515895,195718.93,18,64,57,68.93,94.98,313.92,52.93,37.93774508
6521,qh2-rcc1202018-11-2318:10:00,qh2-rcc120 ,2018/11/23 18:10,11.04,216.67,52249.56,310123.31,16,52.32,51.9,9692.67,9767.33,9752.17,9627.33,515895,195732,18,64,57,68.32,94,310.67,52.32,37.94027855
6522,qh2-rcc1202018-11-2318:20:00,qh2-rcc120 ,2018/11/23 18:20,10.88,220.4,54591.18,243764.65,16,52.83,52.23,9714.83,9683.33,9632,9546.83,515895,195732,18,64,57,68.83,95.62,316.02,52.83,37.94027855
6523,qh2-rcc1202018-11-2318:30:00,qh2-rcc120 ,2018/11/23 18:30,10.88,219.87,60385.93,349568.61,16,52.68,52.15,9717.17,9774.33,9735.83,9635.5,515895,195732,18,64,57,68.68,95.39,315.25,52.68,37.94027855
6524,qh2-rcc1202018-11-2318:40:00,qh2-rcc120 ,2018/11/23 18:40,10.8,216.67,65797.78,354434.05,15.4,52.12,52.02,9674,9737,9661.17,9581.83,515895,195732,18,64,57,67.52,94,310.67,52.12,37.94027855
6525,qh2-rcc1202018-11-2318:50:00,qh2-rcc120 ,2018/11/23 18:50,10.81,218,76553.17,312721.01,15.9,52.37,52.35,9609.83,9657.67,9620.33,9515.33,515895,265483.5,18,64,57,68.27,94.58,312.58,52.37,51.46076236
6526,qh2-rcc1202018-11-2319:00:00,qh2-rcc120 ,2018/11/23 19:00,11.69,224,3891517.7,8695886.48,16,53.2,53.57,9770.83,9844.33,9783.67,9702,515895,281142,18,64,57,69.57,97.18,321.18,53.57,54.49597302
6527,qh2-rcc1202018-11-2319:10:00,qh2-rcc120 ,2018/11/23 19:10,12.16,225.2,12953796.42,5468291.32,16,53.37,53.8,9740.5,9858.33,9804.67,9717.17,515895,281142,18,64,57,69.8,97.7,322.9,53.8,54.49597302
6528,qh2-rcc1202018-11-2319:20:00,qh2-rcc120 ,2018/11/23 19:20,10.69,219.87,65361.13,337912.84,16,52.68,52.62,9690.33,9746.33,9716,9623.83,515895,281142,18,64,57,68.68,95.39,315.25,52.68,54.49597302
6529,qh2-rcc1202018-11-2319:30:00,qh2-rcc120 ,2018/11/23 19:30,10.94,218.8,56613.31,269275.8,16,52.65,52.6,9651.83,9686.83,9643.67,9548,515895,281142,18,64,57,68.65,94.93,313.73,52.65,54.49597302
6530,qh2-rcc1202018-11-2319:40:00,qh2-rcc120 ,2018/11/23 19:40,10.47,216.27,60133.39,337522.44,16,53.97,53.27,9380,9448.83,9380,9332.17,515895,208047.1,18,64,57,69.97,93.83,310.09,53.97,40.32741159
6531,qh2-rcc1202018-11-2319:50:00,qh2-rcc120 ,2018/11/23 19:50,10.8,218.4,142878.52,343593.29,16,52.57,52.28,9733.5,9770.83,9737,9643.67,515895,269676.13,18,64,57,68.57,94.75,313.15,52.57,52.27345293
6532,qh2-rcc1202018-11-2320:00:00,qh2-rcc120 ,2018/11/23 20:00,10.58,222.4,52565.5,257785.41,16,52.92,52.52,9748.67,9802.33,9758,9663.5,515895,216815.25,18,64,57,68.92,96.49,318.89,52.92,42.02701131
6533,qh2-rcc1202018-11-2320:10:00,qh2-rcc120 ,2018/11/23 20:10,10.89,221.47,53993,268154.69,16,52.95,52.98,9585.33,9657.67,9588.83,9504.83,515895,195373,18,64,57,68.98,96.08,317.55,52.98,37.87069074
6534,qh2-rcc1202018-11-2320:20:00,qh2-rcc120 ,2018/11/23 20:20,10.85,219.07,52195.29,240316.57,16,52.82,52.8,9678.67,9741.67,9686.83,9600.5,515895,261129.23,18,64,57,68.82,95.04,314.11,52.82,50.61673984
6535,qh2-rcc1202018-11-2320:30:00,qh2-rcc120 ,2018/11/23 20:30,10.91,218.8,59488.22,239838.91,16,52.67,52.37,9791.83,9875.83,9824.5,9727.67,515895,209552.83,18,64,57,68.67,94.93,313.73,52.67,40.61927912
6536,qh2-rcc1202018-11-2320:40:00,qh2-rcc120 ,2018/11/23 20:40,10.71,220.27,66219.33,296403.97,16,53.28,52.8,9677.5,9669.33,9629.67,9513,515895,265392.38,18,64,57,69.28,95.56,315.83,53.28,51.44309986
6537,qh2-rcc1202018-11-2320:50:00,qh2-rcc120 ,2018/11/23 20:50,11.41,221.6,54153.79,229856.96,16,53.37,52.53,9686.83,9711.33,9628.5,9576,515895,281142,18,64,57,69.37,96.14,317.74,53.37,54.49597302
6538,qh2-rcc1202018-11-2321:00:00,qh2-rcc120 ,2018/11/23 21:00,11.24,222.8,53443.14,245099.66,16,52.93,52.78,9737,9726.5,9674,9604,515895,212424.4,18,64,57,68.93,96.66,319.46,52.93,41.1758982
6539,qh2-rcc1202018-11-2321:10:00,qh2-rcc120 ,2018/11/23 21:10,10.73,221.6,80661.71,247230.01,16,52.98,52.05,9696.17,9741.67,9684.5,9623.83,515895,195245,18,64,57,68.98,96.14,317.74,52.98,37.84587949
6540,qh2-rcc1202018-11-2321:20:00,qh2-rcc120 ,2018/11/23 21:20,11.15,221.33,56237.69,244169.69,16,52.87,52.2,9637.83,9695,9606.33,9548,515895,195245,18,64,57,68.87,96.02,317.36,52.87,37.84587949
6541,qh2-rcc1202018-11-2321:30:00,qh2-rcc120 ,2018/11/23 21:30,10.7,220.27,51817.55,241503.84,16,52.92,52.15,9726.5,9780.17,9721.83,9639,515895,195245,18,64,57,68.92,95.56,315.83,52.92,37.84587949
6542,qh2-rcc1202018-11-2321:40:00,qh2-rcc120 ,2018/11/23 21:40,10.62,220.27,86833.34,293785.72,16,53.17,52.07,9674,9709,9655.33,9585.33,515895,195245,18,64,57,69.17,95.56,315.83,53.17,37.84587949
6543,qh2-rcc1202018-11-2321:50:00,qh2-rcc120 ,2018/11/23 21:50,10.58,220.4,51720.5,324746.18,16,53.32,52.47,9608.67,9670.5,9601.67,9534,515895,195245,18,64,57,69.32,95.62,316.02,53.32,37.84587949
6544,qh2-rcc1202018-11-2322:00:00,qh2-rcc120 ,2018/11/23 22:00,10.92,222.8,53895.63,331386.21,16.23,53.05,52.45,9636.67,9686.83,9622.67,9559.67,515895,195245,18,64,57,69.28,96.66,319.46,53.05,37.84587949
6545,qh2-rcc1202018-11-2322:10:00,qh2-rcc120 ,2018/11/23 22:10,10.23,220.53,64608.11,285243.14,15.97,52.57,52.03,9748.67,9842,9818.67,9737,515895,195245,18,64,57,68.53,95.68,316.21,52.57,37.84587949
6546,qh2-rcc1202018-11-2322:20:00,qh2-rcc120 ,2018/11/23 22:20,10.99,223.2,189181.5,971455.18,15.87,53.2,52.93,9492,9569,9499,9450,515895,195245,18,64,57,69.07,96.83,320.03,53.2,37.84587949
6547,qh2-rcc1202018-11-2322:30:00,qh2-rcc120 ,2018/11/23 22:30,10.46,221.07,94405.83,406097.66,16,52.67,52.62,9649.5,9686.83,9644.83,9556.17,515895,195245,18,64,57,68.67,95.91,316.98,52.67,37.84587949
6548,qh2-rcc1202018-11-2322:40:00,qh2-rcc120 ,2018/11/23 22:40,11.12,219.87,49835.61,248751.42,16,52.8,52.5,9752.17,9801.17,9696.17,9663.5,515895,195245,18,64,57,68.8,95.39,315.25,52.8,37.84587949
6549,qh2-rcc1202018-11-2322:50:00,qh2-rcc120 ,2018/11/23 22:50,10.62,220.8,52574.77,275742.77,16,53.35,52.95,9562,9618,9564.33,9457,515895,195245,18,64,57,69.35,95.79,316.59,53.35,37.84587949
6550,qh2-rcc1202018-11-2323:00:00,qh2-rcc120 ,2018/11/23 23:00,11.29,222.27,52354.58,273566.01,16,53.5,52.6,9591.17,9685.67,9591.17,9543.33,515895,195437.75,18,64,57,69.5,96.43,318.7,53.5,37.88324174
6551,qh2-rcc1202018-11-2323:10:00,qh2-rcc120 ,2018/11/23 23:10,10.32,218.8,55867.31,244510.59,16,52.85,51.93,9724.17,9761.5,9661.17,9634.33,515895,195502,18,64,57,68.85,94.93,313.73,52.85,37.89569583
6552,qh2-rcc1202018-11-2323:20:00,qh2-rcc120 ,2018/11/23 23:20,10.75,220,52403.03,229392.57,16,53.25,52.63,9564.33,9618,9661.17,9462.83,515895,195502,18,64,57,69.25,95.45,315.45,53.25,37.89569583
6553,qh2-rcc1202018-11-2323:30:00,qh2-rcc120 ,2018/11/23 23:30,10.67,221.07,52022.48,239178.19,16,53.52,52.5,9604,9668.17,9616.83,9532.83,515895,195502,18,64,57,69.52,95.91,316.98,53.52,37.89569583
6554,qh2-rcc1202018-11-2323:40:00,qh2-rcc120 ,2018/11/23 23:40,10.95,219.07,47785.5,232043.69,16,52.73,51.72,9789.5,9847.83,9803.5,9711.33,515895,195455.78,18,64,57,68.73,95.04,314.11,52.73,37.88673664
6555,qh2-rcc1202018-11-2323:50:00,qh2-rcc120 ,2018/11/23 23:50,10.8,221.07,49632.44,229204.19,16,53.47,52.55,9569,9620.33,9559.67,9486.17,515895,195436.47,18,64,57,69.47,95.91,316.98,53.47,37.88299363
6556,qh2-rcc1202018-11-2400:00:00,qh2-rcc120 ,2018/11/24 0:00,10.98,220.53,52023.58,235369.47,16,53.12,52.65,9649.5,9700.83,9655.33,9556.17,515895,195435,18,64,57,69.12,95.68,316.21,53.12,37.88270869
6557,qh2-rcc1202018-11-2400:10:00,qh2-rcc120 ,2018/11/24 0:10,10.47,220.93,47415.55,237944.34,16,52.68,52.07,9782.5,9818.67,9794.17,9698.5,515895,195435,18,64,57,68.68,95.85,316.78,52.68,37.88270869
6558,qh2-rcc1202018-11-2400:20:00,qh2-rcc120 ,2018/11/24 0:20,11.03,222,51981.08,232119.29,16,52.97,52.32,9651.83,9695,9585.33,9510.67,515895,195435,18,64,57,68.97,96.31,318.31,52.97,37.88270869
6559,qh2-rcc1202018-11-2400:30:00,qh2-rcc120 ,2018/11/24 0:30,10.57,220.8,53972.29,243369.66,16,53.38,53.55,9507.17,9585.33,9500.17,9441.83,515895,195435,18,64,57,69.55,95.79,316.59,53.55,37.88270869
6560,qh2-rcc1202018-11-2400:40:00,qh2-rcc120 ,2018/11/24 0:40,10.83,217.87,60652.84,244266.94,16,52.8,52.63,9773.17,9828,9718.33,9684.5,515895,264000.6,18,64,57,68.8,94.52,312.39,52.8,51.17332015
6561,qh2-rcc1202018-11-2400:50:00,qh2-rcc120 ,2018/11/24 0:50,10.67,217.73,50612.85,233303.87,16,53.27,52.65,9682.17,9725.33,9703.17,9585.33,515895,281142,18,64,57,69.27,94.46,312.2,53.27,54.49597302
6562,qh2-rcc1202018-11-2401:00:00,qh2-rcc120 ,2018/11/24 1:00,10.66,218.8,51220.14,260251.53,16,53.5,52.85,9531.67,9594.67,9530.5,9469.83,515895,281142,18,64,57,69.5,94.93,313.73,53.5,54.49597302
6563,qh2-rcc1202018-11-2401:10:00,qh2-rcc120 ,2018/11/24 1:10,10.92,217.2,51629.35,246555.21,16,52.92,52.5,9703.17,9823.33,9754.5,9691.5,515895,281142,18,64,57,68.92,94.23,311.43,52.92,54.49597302
6564,qh2-rcc1202018-11-2401:20:00,qh2-rcc120 ,2018/11/24 1:20,10.77,218.93,50267.11,240964.16,16,52.52,52.18,9860.67,9847.83,9830.33,9720.67,515895,208325.05,18,64,57,68.52,94.98,313.92,52.52,40.38128883
6565,qh2-rcc1202018-11-2401:30:00,qh2-rcc120 ,2018/11/24 1:30,10.88,220.4,52306.07,255099.68,16,52.57,52.22,9830.33,9868.83,9830.33,9739.33,515895,195475,18,64,57,68.57,95.62,316.02,52.57,37.89046221
6566,qh2-rcc1202018-11-2401:40:00,qh2-rcc120 ,2018/11/24 1:40,10.37,217.47,48151.5,239656.9,16,52.82,52.18,9725.33,9852.5,9822.17,9739.33,515895,195475,18,64,57,68.82,94.35,311.81,52.82,37.89046221
6567,qh2-rcc1202018-11-2401:50:00,qh2-rcc120 ,2018/11/24 1:50,10.71,217.2,52989.85,233195.99,16,52.72,52.53,9702,9832.67,9821,9734.67,515895,195470.2,18,64,57,68.72,94.23,311.43,52.72,37.88953178
6568,qh2-rcc1202018-11-2402:00:00,qh2-rcc120 ,2018/11/24 2:00,10.54,221.33,52127.88,264675.5,16,52.82,52.67,9689.17,9811.67,9731.17,9685.67,515895,195469,18,64,57,68.82,96.02,317.36,52.82,37.88929918
