,Id,Series,Time,CPU_Load,Power,Network_RX,Network_TX,Inlet_Temperature,CPU1_Temperature,CPU2_Temperature,Fan_speed1,Fan_speed2,Fan_speed3,Fan_speed4,Ram,Ram_Used,No_Of_Running_vms,CPU_cores,CPU_cores_used,Ambient_Temperature,Cooling_Power,Total_Power,CPU_Temp_Max,RAM_Load
110,qh2-rcc1202018-10-1005:40:00,qh2-rcc120 ,2018/10/10 5:40,3.84,88.8,40192.72,163693.12,17,36.13,35.7,7766.5,7807.33,7774.67,7714,515639,301622,15,64,63,53.13,38.53,127.33,36.13,58.49479966
111,qh2-rcc1202018-10-1005:50:00,qh2-rcc120 ,2018/10/10 5:50,3.4,89.47,41622.64,163366.33,17,36.27,35.58,7805,7845.83,7809.67,7735,515639,301622,15,64,63,53.27,38.81,128.28,36.27,58.49479966
112,qh2-rcc1202018-10-1006:00:00,qh2-rcc120 ,2018/10/10 6:00,3.79,88.8,441649.92,158465.67,17,36.43,36,7682.5,7724.5,7682.5,7612.5,515639,301622,15,64,63,53.43,38.53,127.33,36.43,58.49479966
113,qh2-rcc1202018-10-1006:10:00,qh2-rcc120 ,2018/10/10 6:10,3.56,88,416616.3,213813.89,17,36.02,35.58,7868,7908.83,7869.17,7806.17,515639,301622,15,64,63,53.02,38.18,126.18,36.02,58.49479966
114,qh2-rcc1202018-10-1006:20:00,qh2-rcc120 ,2018/10/10 6:20,3.95,90,65268.11,178797.64,17,36.45,35.73,7655.67,7703.5,7658,7585.67,515639,301622,15,64,63,53.45,39.05,129.05,36.45,58.49479966
115,qh2-rcc1202018-10-1006:30:00,qh2-rcc120 ,2018/10/10 6:30,3.48,88.27,437683.1,140018.25,17,36.87,35.73,7546,7589.17,7548.33,7487.67,515639,301622,15,64,63,53.87,38.29,126.56,36.87,58.49479966
116,qh2-rcc1202018-10-1006:40:00,qh2-rcc120 ,2018/10/10 6:40,3.62,88.53,433017.49,142601.3,17,36.1,35.17,7961.33,8003.33,7976.5,7885.5,515639,301622,15,64,63,53.1,38.41,126.94,36.1,58.49479966
117,qh2-rcc1202018-10-1006:50:00,qh2-rcc120 ,2018/10/10 6:50,4.03,89.73,414344.23,147961.48,17,36.05,35.35,8032.5,8117.67,8044.17,7974.17,515639,301622,15,64,63,53.05,38.93,128.66,36.05,58.49479966
118,qh2-rcc1202018-10-1007:00:00,qh2-rcc120 ,2018/10/10 7:00,3.7,88,40532.42,134641.53,17,36,35.45,7887.83,7942.67,7897.17,7827.17,515639,301622,15,64,63,53,38.18,126.18,36,58.49479966
119,qh2-rcc1202018-10-1007:10:00,qh2-rcc120 ,2018/10/10 7:10,3.65,88.8,742450.68,451337.01,17,36.02,35.68,7800.33,7833,7796.83,7725.67,515639,301622,15,64,63,53.02,38.53,127.33,36.02,58.49479966
120,qh2-rcc1202018-10-1007:20:00,qh2-rcc120 ,2018/10/10 7:20,4.01,89.6,40840.79,145435.29,17,36.52,36.23,7479.5,7493.5,7480.67,7421.17,515639,301622,15,64,63,53.52,38.87,128.47,36.52,58.49479966
121,qh2-rcc1202018-10-1007:30:00,qh2-rcc120 ,2018/10/10 7:30,3.92,88.8,417687.14,131595.18,17,37,36.07,7347.67,7382.67,7347.67,7312.67,515639,301622,15,64,63,54,38.53,127.33,37,58.49479966
122,qh2-rcc1202018-10-1007:40:00,qh2-rcc120 ,2018/10/10 7:40,3.58,88.8,43135.81,221414.77,17,36.98,36.38,7373.33,7385,7375.67,7324.33,515639,301622,15,64,63,53.98,38.53,127.33,36.98,58.49479966
123,qh2-rcc1202018-10-1007:50:00,qh2-rcc120 ,2018/10/10 7:50,3.69,90.27,470698.32,238012.73,17,37.13,36.55,7270.67,7302.17,7257.83,7229.83,515639,301622,15,64,63,54.13,39.16,129.43,37.13,58.49479966
124,qh2-rcc1202018-10-1008:00:00,qh2-rcc120 ,2018/10/10 8:00,3.54,89.2,55518.33,178298.12,17,36.97,36.48,7434,7477.17,7442.17,7374.5,515639,301622,15,64,63,53.97,38.7,127.9,36.97,58.49479966
125,qh2-rcc1202018-10-1008:10:00,qh2-rcc120 ,2018/10/10 8:10,3.7,88.93,454987.95,139230.48,17,36.02,35.78,7922.83,7949.67,7945,7848.17,515639,301622,15,64,63,53.02,38.58,127.52,36.02,58.49479966
126,qh2-rcc1202018-10-1008:20:00,qh2-rcc120 ,2018/10/10 8:20,3.18,90.13,436968.48,198220.76,17,36.17,35.65,7897.17,7980,7899.5,7850.5,515639,301622,15,64,63,53.17,39.1,129.24,36.17,58.49479966
127,qh2-rcc1202018-10-1008:30:00,qh2-rcc120 ,2018/10/10 8:30,3.56,88.8,491880.87,159166.56,17,36.23,35.52,7784,7838.83,7791,7723.33,515639,301622,15,64,63,53.23,38.53,127.33,36.23,58.49479966
128,qh2-rcc1202018-10-1008:40:00,qh2-rcc120 ,2018/10/10 8:40,3.27,88.8,42740.06,139057.47,17,36.07,35.42,7915.83,7960.17,7928.67,7849.33,515639,301622,15,64,63,53.07,38.53,127.33,36.07,58.49479966
129,qh2-rcc1202018-10-1008:50:00,qh2-rcc120 ,2018/10/10 8:50,3.58,90.67,433244.39,204736.62,17,36.35,35.73,7887.83,7943.83,7894.83,7830.67,515639,301622,15,64,63,53.35,39.34,130,36.35,58.49479966
130,qh2-rcc1202018-10-1009:00:00,qh2-rcc120 ,2018/10/10 9:00,3.64,89.73,74740.57,145697.07,17,36.35,35.93,7959,8008,7967.17,7900.67,515639,301622,15,64,63,53.35,38.93,128.66,36.35,58.49479966
131,qh2-rcc1202018-10-1009:10:00,qh2-rcc120 ,2018/10/10 9:10,6.41,132,426211.36,157706.77,17,42.92,43.22,8019.67,8081.5,8013.83,7956.67,515639,301622,15,64,63,60.22,57.27,189.27,43.22,58.49479966
132,qh2-rcc1202018-10-1009:20:00,qh2-rcc120 ,2018/10/10 9:20,6.27,130.93,41528.05,150885.12,17,43.7,42.9,7942.67,8011.5,7954.33,7896,515639,301622,15,64,63,60.7,56.8,187.74,43.7,58.49479966
133,qh2-rcc1202018-10-1009:30:00,qh2-rcc120 ,2018/10/10 9:30,6.56,128.13,416941.76,190532.17,17,42.93,42.3,7936.83,8039.5,7947.33,7917,515639,301622,15,64,63,59.93,55.59,183.72,42.93,58.49479966
134,qh2-rcc1202018-10-1009:40:00,qh2-rcc120 ,2018/10/10 9:40,4.07,92.27,40382.41,152273.12,17,36.93,36.07,8008,8053.5,8012.67,7934.5,515639,301622,15,64,63,53.93,40.03,132.3,36.93,58.49479966
135,qh2-rcc1202018-10-1009:50:00,qh2-rcc120 ,2018/10/10 9:50,3.36,89.33,439407.48,151238.42,17,36.02,35.35,7890.17,7924,7894.83,7835.33,515639,301622,15,64,63,53.02,38.76,128.09,36.02,58.49479966
136,qh2-rcc1202018-10-1010:00:00,qh2-rcc120 ,2018/10/10 10:00,3.54,89.47,96487.25,220405.42,17,36.37,36.02,7707,7753.67,7703.5,7638.17,515639,301622,15,64,63,53.37,38.81,128.28,36.37,58.49479966
137,qh2-rcc1202018-10-1010:10:00,qh2-rcc120 ,2018/10/10 10:10,3.59,88.27,421669.77,184037.55,17,36.07,35.32,7995.17,8060.5,7985.83,7929.83,515639,301622,15,64,63,53.07,38.29,126.56,36.07,58.49479966
138,qh2-rcc1202018-10-1010:20:00,qh2-rcc120 ,2018/10/10 10:20,4.07,89.87,435973.06,297926.61,17,36.17,35.32,7898.33,7938,7901.83,7812,515639,301622,15,64,63,53.17,38.99,128.85,36.17,58.49479966
139,qh2-rcc1202018-10-1010:30:00,qh2-rcc120 ,2018/10/10 10:30,3.9,89.07,517525.59,453223.4,17,36.28,35.32,7806.17,7838.83,7807.33,7735,515639,301622,15,64,63,53.28,38.64,127.71,36.28,58.49479966
140,qh2-rcc1202018-10-1010:40:00,qh2-rcc120 ,2018/10/10 10:40,3.55,89.07,574770.27,286215.3,17,36.1,35.43,7870.33,7906.5,7868,7807.33,515639,301622,15,64,63,53.1,38.64,127.71,36.1,58.49479966
141,qh2-rcc1202018-10-1010:50:00,qh2-rcc120 ,2018/10/10 10:50,3.47,90.13,42803.03,261453.39,17,36.23,35.23,7893.67,7954.33,7898.33,7838.83,515639,301622,15,64,63,53.23,39.1,129.24,36.23,58.49479966
142,qh2-rcc1202018-10-1011:00:00,qh2-rcc120 ,2018/10/10 11:00,3.82,88.67,449164.76,386091.68,17,36.15,35.18,7830.67,7883.17,7847,7779.33,515639,301622,15,64,63,53.15,38.47,127.13,36.15,58.49479966
143,qh2-rcc1202018-10-1011:10:00,qh2-rcc120 ,2018/10/10 11:10,3.26,88,105711.7,145767.03,17,36,35.2,7840,7900.67,7836.5,7793.33,515639,172414.72,15,64,63,53,38.18,126.18,36,33.43709844
144,qh2-rcc1202018-10-1011:20:00,qh2-rcc120 ,2018/10/10 11:20,3.67,88.53,366148.1,153134.11,17,36.15,35.27,7842.33,7889,7845.83,7759.5,515639,143409,15,64,63,53.15,38.41,126.94,36.15,27.81189941
145,qh2-rcc1202018-10-1011:30:00,qh2-rcc120 ,2018/10/10 11:30,3.48,89.07,436648.08,142956.93,17,36.37,35.8,7836.5,7885.5,7842.33,7770,515639,272616.28,15,64,63,53.37,38.64,127.71,36.37,52.86960063
146,qh2-rcc1202018-10-1011:40:00,qh2-rcc120 ,2018/10/10 11:40,3.67,88.53,442500,381313.85,17,36.2,35.85,7861,7905.33,7862.17,7793.33,515639,301622,15,64,63,53.2,38.41,126.94,36.2,58.49479966
147,qh2-rcc1202018-10-1011:50:00,qh2-rcc120 ,2018/10/10 11:50,4.05,89.33,436510.99,145505.7,17.65,36.2,35.4,7893.67,7954.33,7900.67,7828.33,515639,301622,15,64,63,53.85,38.76,128.09,36.2,58.49479966
148,qh2-rcc1202018-10-1012:00:00,qh2-rcc120 ,2018/10/10 12:00,3.79,88.4,53873.88,765449.63,18,36.52,35.6,7871.5,7899.5,7879.67,7791,515639,301622,15,64,63,54.52,38.35,126.75,36.52,58.49479966
149,qh2-rcc1202018-10-1012:10:00,qh2-rcc120 ,2018/10/10 12:10,3.35,88,38655.52,135951.31,18,36.27,35.63,7978.83,8045.33,7987,7925.17,515639,301622,15,64,63,54.27,38.18,126.18,36.27,58.49479966
150,qh2-rcc1202018-10-1012:20:00,qh2-rcc120 ,2018/10/10 12:20,4.03,90,457953.59,222337.97,17.52,36.28,36.27,7905.33,7987,7926.33,7858.67,515639,301622,15,64,63,53.8,39.05,129.05,36.28,58.49479966
151,qh2-rcc1202018-10-1012:30:00,qh2-rcc120 ,2018/10/10 12:30,3.67,88.67,421762.11,155159.81,17,36.37,36.47,7792.17,7847,7791,7721,515639,301622,15,64,63,53.47,38.47,127.13,36.47,58.49479966
152,qh2-rcc1202018-10-1012:40:00,qh2-rcc120 ,2018/10/10 12:40,4.35,95.07,1246135.08,619706.06,17,36.97,37.22,7813.17,7852.83,7817.83,7739.67,515639,301622,15,64,63,54.22,41.24,136.31,37.22,58.49479966
153,qh2-rcc1202018-10-1012:50:00,qh2-rcc120 ,2018/10/10 12:50,7.26,137.33,993375.31,142311.07,17.48,44.75,45.28,7736.17,7780.5,7750.17,7667.33,515639,301622,15,64,63,62.77,59.58,196.91,45.28,58.49479966
154,qh2-rcc1202018-10-1013:00:00,qh2-rcc120 ,2018/10/10 13:00,7.09,139.6,1806013.79,637783.76,18,45.55,45.95,7754.83,7814.33,7765.33,7686,515639,301622,15,64,63,63.95,60.56,200.16,45.95,58.49479966
155,qh2-rcc1202018-10-1013:10:00,qh2-rcc120 ,2018/10/10 13:10,6.94,140.13,1092426.52,139420.5,18,45.45,45.43,7932.17,8002.17,7938,7863.33,515639,301622,15,64,63,63.45,60.8,200.93,45.45,58.49479966
156,qh2-rcc1202018-10-1013:20:00,qh2-rcc120 ,2018/10/10 13:20,7.27,140.8,877824.23,245809.79,17.4,45.32,45.58,7886.67,7954.33,7925.17,7848.17,515639,301622,15,64,63,62.98,61.09,201.89,45.58,58.49479966
157,qh2-rcc1202018-10-1013:30:00,qh2-rcc120 ,2018/10/10 13:30,7.3,141.87,926794.81,137128.21,17.07,45.87,45.73,7813.17,7862.17,7814.33,7749,515639,301622,15,64,63,62.93,61.55,203.41,45.87,58.49479966
158,qh2-rcc1202018-10-1013:40:00,qh2-rcc120 ,2018/10/10 13:40,6.37,131.47,548599.22,239022.7,17.82,44.12,43.07,7997.5,8044.17,7992.83,7925.17,515639,301622,15,64,63,61.93,57.04,188.5,44.12,58.49479966
159,qh2-rcc1202018-10-1013:50:00,qh2-rcc120 ,2018/10/10 13:50,6.97,138,792723.41,176917.3,18,44.18,43.95,8004.5,8071,8015,7957.83,515639,301622,15,64,63,62.18,59.87,197.87,44.18,58.49479966
160,qh2-rcc1202018-10-1014:00:00,qh2-rcc120 ,2018/10/10 14:00,7.43,140.13,886361.41,210446.54,18.92,45.22,45.17,7955.5,8005.67,7976.5,7905.33,515639,301622,15,64,63,64.13,60.8,200.93,45.22,58.49479966
161,qh2-rcc1202018-10-1014:10:00,qh2-rcc120 ,2018/10/10 14:10,7.01,131.07,283051.7,182179.05,19,43.93,43.1,8037.17,8099,8034.83,7967.17,515639,301622,15,64,63,62.93,56.86,187.93,43.93,58.49479966
162,qh2-rcc1202018-10-1014:20:00,qh2-rcc120 ,2018/10/10 14:20,7.61,138.67,1121507.12,235178.41,18.33,45.07,45.13,7915.83,7981.17,7922.83,7864.5,515639,301622,15,64,63,63.47,60.16,198.83,45.13,58.49479966
163,qh2-rcc1202018-10-1014:30:00,qh2-rcc120 ,2018/10/10 14:30,7,134,903451.66,142167.94,18.53,44.9,44.23,7904.17,7961.33,7899.5,7836.5,515639,301622,15,64,63,63.43,58.14,192.14,44.9,58.49479966
164,qh2-rcc1202018-10-1014:40:00,qh2-rcc120 ,2018/10/10 14:40,6.8,132.4,1098544.2,338205.39,18.33,44.35,43.63,7865.67,7942.67,7875,7815.5,515639,301622,15,64,63,62.68,57.44,189.84,44.35,58.49479966
165,qh2-rcc1202018-10-1014:50:00,qh2-rcc120 ,2018/10/10 14:50,7.1,141.6,1539882.23,150150.4,18.83,45.98,46.17,7759.5,7793.33,7759.5,7679,515639,301622,15,64,63,65,61.43,203.03,46.17,58.49479966
166,qh2-rcc1202018-10-1015:00:00,qh2-rcc120 ,2018/10/10 15:00,6.93,136.53,1385487.42,480274.9,19,45.73,45.53,7558.83,7626.5,7574,7523.83,515639,301622,15,64,63,64.73,59.23,195.77,45.73,58.49479966
167,qh2-rcc1202018-10-1015:10:00,qh2-rcc120 ,2018/10/10 15:10,7.12,142.13,1652880.35,280285.51,18.72,46.73,46.87,7423.5,7465.5,7449.17,7404.83,515639,301622,15,64,63,65.58,61.66,203.8,46.87,58.49479966
168,qh2-rcc1202018-10-1015:20:00,qh2-rcc120 ,2018/10/10 15:20,7.27,143.2,742635.94,144150.53,18.02,47.08,47.35,7469,7485.33,7469,7410.67,515639,301622,15,64,63,65.37,62.13,205.33,47.35,58.49479966
169,qh2-rcc1202018-10-1015:30:00,qh2-rcc120 ,2018/10/10 15:30,6.98,143.47,1065498.14,138272.19,18.03,47.17,47.5,7520.33,7558.83,7521.5,7459.67,515639,301622,15,64,63,65.53,62.24,205.71,47.5,58.49479966
170,qh2-rcc1202018-10-1015:40:00,qh2-rcc120 ,2018/10/10 15:40,6.95,134.8,1081090.32,266780.02,18,43.97,43.8,8284.5,8380.17,8289.17,8247.17,515639,301622,15,64,63,61.97,58.48,193.28,43.97,58.49479966
171,qh2-rcc1202018-10-1015:50:00,qh2-rcc120 ,2018/10/10 15:50,7.3,143.07,694628.03,240497.35,18.75,45.23,45.28,8159.67,8223.83,8172.5,8092,515639,301622,15,64,63,64.03,62.07,205.14,45.28,58.49479966
172,qh2-rcc1202018-10-1016:00:00,qh2-rcc120 ,2018/10/10 16:00,6.92,140.4,1476876.67,263893.55,19,45.92,46,7872.67,7915.83,7880.83,7801.5,515639,301622,15,64,63,65,60.91,201.31,46,58.49479966
173,qh2-rcc1202018-10-1016:10:00,qh2-rcc120 ,2018/10/10 16:10,6.87,135.73,1725940.11,178157.25,18.08,44.62,44.13,8185.33,8236.67,8181.83,8111.83,515639,301622,15,64,63,62.7,58.89,194.62,44.62,58.49479966
174,qh2-rcc1202018-10-1016:20:00,qh2-rcc120 ,2018/10/10 16:20,7.25,141.2,1843256.72,164082.56,18,44.98,45.02,8296.17,8342.83,8276.33,8220.33,515639,301622,15,64,63,63.02,61.26,202.46,45.02,58.49479966
175,qh2-rcc1202018-10-1016:30:00,qh2-rcc120 ,2018/10/10 16:30,7.38,140.67,932114.82,237865.5,18,45.25,45.5,8097.83,8171.33,8108.33,8053.5,515639,301622,15,64,63,63.5,61.03,201.69,45.5,58.49479966
176,qh2-rcc1202018-10-1016:40:00,qh2-rcc120 ,2018/10/10 16:40,7.31,137.73,1830873.76,395502.69,18.05,44.65,44.47,8145.67,8218,8159.67,8086.17,515639,301622,15,64,63,62.7,59.76,197.49,44.65,58.49479966
177,qh2-rcc1202018-10-1016:50:00,qh2-rcc120 ,2018/10/10 16:50,7.69,140.53,1124234,155899.63,18.95,45.98,45.93,7849.33,7907.67,7854,7772.33,515639,301622,15,64,63,64.93,60.97,201.5,45.98,58.49479966
178,qh2-rcc1202018-10-1017:00:00,qh2-rcc120 ,2018/10/10 17:00,6.89,138.27,1404115.06,658153.37,18.9,45.62,45.58,7858.67,7917,7861,7787.5,515639,301622,15,64,63,64.52,59.99,198.25,45.62,58.49479966
179,qh2-rcc1202018-10-1017:10:00,qh2-rcc120 ,2018/10/10 17:10,7,142,1188387.11,198879.77,18.02,45.63,46,7976.5,8041.83,7980,7931,515639,301622,15,64,63,64.02,61.61,203.61,46,58.49479966
180,qh2-rcc1202018-10-1017:20:00,qh2-rcc120 ,2018/10/10 17:20,7.55,142.13,553141.94,416142.49,18,45.92,46.13,8069.83,8131.67,8092,8033.67,515639,301622,15,64,63,64.13,61.66,203.8,46.13,58.49479966
181,qh2-rcc1202018-10-1017:30:00,qh2-rcc120 ,2018/10/10 17:30,7.24,134.8,926885.69,180443.05,18,45.02,44.82,7869.17,7901.83,7870.33,7802.67,515639,301622,15,64,63,63.02,58.48,193.28,45.02,58.49479966
182,qh2-rcc1202018-10-1017:40:00,qh2-rcc120 ,2018/10/10 17:40,5.71,128.53,234362.51,873169.78,18,43.75,42.98,7992.83,8046.5,8001,7927.5,515639,301622,15,64,63,61.75,55.76,184.3,43.75,58.49479966
183,qh2-rcc1202018-10-1017:50:00,qh2-rcc120 ,2018/10/10 17:50,4.52,116,621504.59,388693.44,18.77,41.97,40.47,7963.67,8015,7966,7877.33,515639,301622,15,64,63,60.73,50.33,166.33,41.97,58.49479966
184,qh2-rcc1202018-10-1018:00:00,qh2-rcc120 ,2018/10/10 18:00,3.79,88.4,417298.19,173772.3,19,36.97,36.32,7858.67,7905.33,7868,7796.83,515639,301622,15,64,63,55.97,38.35,126.75,36.97,58.49479966
185,qh2-rcc1202018-10-1018:10:00,qh2-rcc120 ,2018/10/10 18:10,3.84,88,438613.56,181300.44,18.07,36.25,35.93,7940.33,7992.83,7945,7887.83,515639,301622,15,64,63,54.32,38.18,126.18,36.25,58.49479966
186,qh2-rcc1202018-10-1018:20:00,qh2-rcc120 ,2018/10/10 18:20,3.8,89.2,41224,177715.15,18,36.63,36.1,7926.33,7977.67,7929.83,7879.67,515639,301622,15,64,63,54.63,38.7,127.9,36.63,58.49479966
187,qh2-rcc1202018-10-1018:30:00,qh2-rcc120 ,2018/10/10 18:30,3.46,88.8,433474.15,228069.05,18.48,36.73,36.1,7870.33,7898.33,7871.5,7795.67,515639,301622,15,64,63,55.22,38.53,127.33,36.73,58.49479966
188,qh2-rcc1202018-10-1018:40:00,qh2-rcc120 ,2018/10/10 18:40,3.16,89.07,38762.65,143117.99,18.52,36.72,35.88,7954.33,8022,7961.33,7907.67,515639,301622,15,64,63,55.23,38.64,127.71,36.72,58.49479966
189,qh2-rcc1202018-10-1018:50:00,qh2-rcc120 ,2018/10/10 18:50,3.98,89.87,453000.56,182537.46,18,36.62,35.73,7896,7952,7905.33,7855.17,515639,301622,15,64,63,54.62,38.99,128.85,36.62,58.49479966
190,qh2-rcc1202018-10-1019:00:00,qh2-rcc120 ,2018/10/10 19:00,3.95,89.2,424311.67,142149.89,18,36.35,35.75,7863.33,7920.5,7856.33,7802.67,515639,301622,15,64,63,54.35,38.7,127.9,36.35,58.49479966
191,qh2-rcc1202018-10-1019:10:00,qh2-rcc120 ,2018/10/10 19:10,3.85,88.8,453054.54,139354.4,18,36.25,35.72,7887.83,7939.17,7887.83,7822.5,515639,301622,15,64,63,54.25,38.53,127.33,36.25,58.49479966
192,qh2-rcc1202018-10-1019:20:00,qh2-rcc120 ,2018/10/10 19:20,4.13,89.6,449321,149515.13,18.02,36.33,36.05,7892.5,7949.67,7905.33,7841.17,515639,301622,15,64,63,54.35,38.87,128.47,36.33,58.49479966
193,qh2-rcc1202018-10-1019:30:00,qh2-rcc120 ,2018/10/10 19:30,3.57,88.4,42846.3,225282.74,18.98,36.87,35.87,7842.33,7889,7850.5,7770,515639,301622,15,64,63,55.85,38.35,126.75,36.87,58.49479966
194,qh2-rcc1202018-10-1019:40:00,qh2-rcc120 ,2018/10/10 19:40,3.63,88.93,401049.93,146745.95,18.5,36.7,35.85,7877.33,7931,7891.33,7827.17,515639,301622,15,64,63,55.2,38.58,127.52,36.7,58.49479966
195,qh2-rcc1202018-10-1019:50:00,qh2-rcc120 ,2018/10/10 19:50,5.68,111.87,1352140.84,311823.21,18,40,40.12,7836.5,7877.33,7843.5,7763,515639,301622,15,64,63,58.12,48.53,160.4,40.12,58.49479966
196,qh2-rcc1202018-10-1020:00:00,qh2-rcc120 ,2018/10/10 20:00,7.58,143.47,1698943.83,234008.13,18,46.02,46.37,7728,7785.17,7736.17,7684.83,515639,301622,15,64,63,64.37,62.24,205.71,46.37,58.49479966
197,qh2-rcc1202018-10-1020:10:00,qh2-rcc120 ,2018/10/10 20:10,6.97,137.87,2700450.7,302353.69,18,45.27,45.22,7819,7848.17,7815.5,7728,515639,301622,15,64,63,63.27,59.81,197.68,45.27,58.49479966
198,qh2-rcc1202018-10-1020:20:00,qh2-rcc120 ,2018/10/10 20:20,7.46,140.53,1326152.84,144418.55,18.55,45.7,45.68,7875,7918.17,7880.83,7816.67,515639,301622,15,64,63,64.25,60.97,201.5,45.7,58.49479966
199,qh2-rcc1202018-10-1020:30:00,qh2-rcc120 ,2018/10/10 20:30,7.18,141.33,1767903.13,255705.27,19,45.78,45.65,7843.5,7889,7843.5,7775.83,515639,301622,15,64,63,64.78,61.32,202.65,45.78,58.49479966
200,qh2-rcc1202018-10-1020:40:00,qh2-rcc120 ,2018/10/10 20:40,7.34,141.2,1001030,180129.6,18.25,45.3,45.2,8001,8053.5,8008,7947.33,515639,301622,15,64,63,63.55,61.26,202.46,45.3,58.49479966
201,qh2-rcc1202018-10-1020:50:00,qh2-rcc120 ,2018/10/10 20:50,7.03,138.67,938880.61,147107.92,18,45.15,45.03,8009.17,8082.67,8018.5,7948.5,515639,301622,15,64,63,63.15,60.16,198.83,45.15,58.49479966
202,qh2-rcc1202018-10-1021:00:00,qh2-rcc120 ,2018/10/10 21:00,6.68,135.47,1218723.14,872588.67,18,44.53,44.28,7856.33,7906.5,7871.5,7815.5,515639,301622,15,64,63,62.53,58.77,194.24,44.53,58.49479966
203,qh2-rcc1202018-10-1021:10:00,qh2-rcc120 ,2018/10/10 21:10,7.46,147.47,5244106.46,1580409.73,18,46.12,46.97,7955.5,8024.33,7954.33,7897.17,515639,301622,15,64,63,64.97,63.98,211.44,46.97,58.49479966
204,qh2-rcc1202018-10-1021:20:00,qh2-rcc120 ,2018/10/10 21:20,7.31,142.4,917406.89,897666.44,18.72,45.77,45.92,7957.83,8022,7969.5,7905.33,515639,301622,15,64,63,64.63,61.78,204.18,45.92,58.49479966
205,qh2-rcc1202018-10-1021:30:00,qh2-rcc120 ,2018/10/10 21:30,7.78,136.93,1347878.15,168723.46,18.3,45.45,45.28,7882,7921.67,7877.33,7812,515639,301622,15,64,63,63.75,59.41,196.34,45.45,58.49479966
206,qh2-rcc1202018-10-1021:40:00,qh2-rcc120 ,2018/10/10 21:40,7.61,142,1331139.99,163372.38,18,45.82,46,7876.17,7928.67,7879.67,7816.67,515639,301622,15,64,63,64,61.61,203.61,46,58.49479966
207,qh2-rcc1202018-10-1021:50:00,qh2-rcc120 ,2018/10/10 21:50,7.25,139.33,1654193.77,338940.14,18,45.45,45.65,7893.67,7936.83,7897.17,7830.67,515639,301622,15,64,63,63.65,60.45,199.78,45.65,58.49479966
208,qh2-rcc1202018-10-1022:00:00,qh2-rcc120 ,2018/10/10 22:00,7.29,143.87,1601861.16,217256.33,18,46.27,46.47,7858.67,7903,7849.33,7782.83,515639,301622,15,64,63,64.47,62.42,206.28,46.47,58.49479966
209,qh2-rcc1202018-10-1022:10:00,qh2-rcc120 ,2018/10/10 22:10,6.79,134.8,1334420.62,193480.01,18,45.07,44.57,7799.17,7858.67,7795.67,7740.83,515639,301622,15,64,63,63.07,58.48,193.28,45.07,58.49479966
210,qh2-rcc1202018-10-1022:20:00,qh2-rcc120 ,2018/10/10 22:20,6.18,126.8,835888.2,144046.02,18.43,43.32,42.77,7885.5,7928.67,7892.5,7821.33,515639,301622,15,64,63,61.75,55.01,181.81,43.32,58.49479966
211,qh2-rcc1202018-10-1022:30:00,qh2-rcc120 ,2018/10/10 22:30,5.91,129.73,989329.57,130308.19,18.52,43.87,43.5,7863.33,7904.17,7877.33,7800.33,515639,301622,15,64,63,62.38,56.28,186.02,43.87,58.49479966
212,qh2-rcc1202018-10-1022:40:00,qh2-rcc120 ,2018/10/10 22:40,4.36,96.53,64142.78,253976.14,18,38.73,37.42,7903,7960.17,7915.83,7854,515639,301622,15,64,63,56.73,41.88,138.41,38.73,58.49479966
213,qh2-rcc1202018-10-1022:50:00,qh2-rcc120 ,2018/10/10 22:50,4.07,89.33,236251.5,191124.68,18,36.9,35.97,7868,7939.17,7883.17,7814.33,515639,301622,15,64,63,54.9,38.76,128.09,36.9,58.49479966
214,qh2-rcc1202018-10-1023:00:00,qh2-rcc120 ,2018/10/10 23:00,3.75,89.07,245198.17,190362.85,18,37.02,35.97,7826,7856.33,7820.17,7754.83,515639,301622,15,64,63,55.02,38.64,127.71,37.02,58.49479966
215,qh2-rcc1202018-10-1023:10:00,qh2-rcc120 ,2018/10/10 23:10,3.73,88,457592.28,188330.78,18,36.95,35.95,7936.83,8006.83,7935.67,7891.33,515639,301622,15,64,63,54.95,38.18,126.18,36.95,58.49479966
216,qh2-rcc1202018-10-1023:20:00,qh2-rcc120 ,2018/10/10 23:20,3.94,89.47,46470.73,279004.05,18,36.73,35.77,7977.67,8025.5,7984.67,7918.17,515639,301622,15,64,63,54.73,38.81,128.28,36.73,58.49479966
217,qh2-rcc1202018-10-1023:30:00,qh2-rcc120 ,2018/10/10 23:30,3.79,88.53,457941.59,187676.79,18,36.92,35.75,7855.17,7913.5,7862.17,7781.67,515639,301622,15,64,63,54.92,38.41,126.94,36.92,58.49479966
218,qh2-rcc1202018-10-1023:40:00,qh2-rcc120 ,2018/10/10 23:40,3.95,89.73,62096.7,1684668.91,18.22,36.73,35.05,8087.33,8123.5,8081.5,8017.33,515639,301622,15,64,63,54.95,38.93,128.66,36.73,58.49479966
219,qh2-rcc1202018-10-1023:50:00,qh2-rcc120 ,2018/10/10 23:50,5.44,109.47,840938.6,375236.7,19,39.87,39.4,7880.83,7931,7879.67,7820.17,515639,301622,15,64,63,58.87,47.49,156.96,39.87,58.49479966
